,CN1,CN2,CN3,CN4,CN5,CN6,CN7,CN8,CN9,CN10,CN11,CN12,CN13,CN14,CN15,CN16,CN17,CN18,CN19,CN20,CN21,CN22,CN23,CN24,CN25,% CN1,% CN2,% CN3,% CN4,% CN5,% CN6,% CN7,% CN8,% CN9,% CN10,% CN11,% CN12,% CN13,% CN14,% CN15,% CN16,% CN17,% CN18,% CN19,% CN20,% CN21,% CN22,% CN23,% CN24,Status
TCGA-AR-A0TQ,0,37,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49.333333333333336,0.0,0.0,0.0,0.0,30.563002680965145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A1HF,0,46,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0.0,39.6551724137931,0.0,0.0,22.485600354452814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64738305336399,0.0,0.0,0.0,0.0,Gap
TCGA-D8-A1X5,0,29,0,0,41,0,0,0,0,0,48,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0.0,15.18324607329843,0.0,0.0,19.885223838907088,0.0,0.0,0.0,0.0,0.0,21.232505363813438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.518686660464173,0.0,0.0,0.0,0.0,Gap
TCGA-BH-A18R,18,0,0,41,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,8.411214953271028,0.0,0.0,18.434322211950583,0.0,0.0,0.0,0.0,36.122737013938284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.551548440531306,0.0,0.0,0.0,0.0,Gap
TCGA-3C-AALJ,0,0,0,0,99,0,0,109,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0.0,0.0,0.0,0.0,16.89419795221843,0.0,0.0,18.079457452108148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.87214758794843,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A12M,0,0,0,0,75,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26.13240418118467,0.0,67.70298990753207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-BH-A0DZ,29,0,0,0,0,0,50,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16788321167883,0.0,0.0,0.0,0.0,0.0,31.611980248280954,0.0,30.56172501264181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-E9-A5FL,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28.708133971291865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.681910589561404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-3C-AALK,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13821138211382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.387715340442988,Gap
TCGA-D8-A27G,29,0,0,0,0,0,29,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.85185185185185,0.0,0.0,0.0,0.0,0.0,21.505081021697336,0.0,31.97811512485768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-EW-A6S9,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-A8-A0A7,13,0,0,0,0,0,26,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,18.309859154929576,0.0,0.0,0.0,0.0,0.0,29.11212742469642,0.0,0.0,0.0,0.0,0.0,27.022009108488867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-3C-AALI,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43.93592677345538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.942336881271736,0.0,0.0,0.0,0.0,Gap
TCGA-A2-A0D1,0,31,0,0,31,0,0,45,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0.0,15.897435897435898,0.0,0.0,14.699088145896656,0.0,0.0,19.94711584800677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83884316406758,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-D8-A1JG,0,27,0,0,0,0,57,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.120805369127517,0.0,0.0,0.0,0.0,34.107063973334405,0.0,0.0,0.0,0.0,32.30168873347211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-GM-A2DA,32,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.90643274853801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.651191386736834,0.0,0.0,0.0,0.0,Gap
TCGA-E9-A1RF,0,34,0,0,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.0,13.821138211382113,0.0,0.0,28.096251329870455,0.0,25.354494952983945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06796149502981,0.0,0.0,0.0,0.0,Gap
TCGA-AR-A24U,26,0,0,0,0,0,49,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,37.98449612403101,0.0,17.366881760363956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-A2-A0CX,0,26,0,0,0,0,0,32,0,0,49,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,19.85335589396503,0.0,0.0,27.066563307464264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29923087268663,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A12Q,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,69,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.30769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0935960591133,16.447305053343683,0.0,0.0,0.0,Gap
TCGA-A8-A08J,0,0,0,0,0,0,0,106,0,65,0,0,0,0,0,0,0,0,0,67,40,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1294964028777,0.0,20.561194301579356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.899570094978294,11.217356276171001,0.0,0.0,0.0,Gap
TCGA-E2-A1LB,34,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.037974683544306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.87376828129862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-D8-A1JA,27,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,28,17.088607594936708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.695199537304795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.388541214043194,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A8HP,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-BH-A0AW,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,62,0,0,0,0,0,0.0,15.454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.664092664092664,21.51891332155692,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A138,0,39,0,0,34,0,53,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0,25.161290322580644,0.0,0.0,18.871978513876456,0.0,26.6287140385306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.851079136384895,0.0,0.0,0.0,0.0,Gap
TCGA-E2-A14Y,29,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,0,0,0,0,25.663716814159294,0.0,0.0,15.144552938923988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.904162592648106,21.673875470924465,0.0,0.0,0.0,Gap
TCGA-C8-A12T,22,0,0,0,0,0,32,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.322834645669293,0.0,0.0,0.0,0.0,0.0,22.172513503191663,0.0,43.8450688332336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-AR-A254,0,30,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,50,26,0,0,0,0,0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,37.6271186440678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34072823727996,10.170770620578416,0.0,0.0,0.0,0.0,Gap
TCGA-BH-A0C0,0,22,0,0,0,0,0,0,0,0,0,40,0,0,0,0,51,0,0,44,0,0,0,0,0,0.0,14.012738853503185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.390070393683192,0.0,0.0,0.0,0.0,26.234188794644762,0.0,0.0,19.942258275132048,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A135,0,33,0,0,0,0,51,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.984251968503937,0.0,0.0,0.0,0.0,33.33676463019198,0.0,0.0,23.07844857492097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-A1-A0SJ,0,0,0,0,80,0,0,109,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0.0,0.0,0.0,0.0,30.303030303030305,0.0,0.0,37.03665568369028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.635380901219857,0.0,0.0,0.0,0.0,Gap
TCGA-AC-A23H,0,47,0,0,0,0,53,0,0,37,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0.0,28.313253012048193,0.0,0.0,0.0,0.0,27.275545634920636,0.0,0.0,16.697594926243415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.170229094969244,0.0,0.0,0.0,Gap
TCGA-A2-A04X,19,0,0,28,0,0,20,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.013698630136986,0.0,0.0,17.60854583046175,0.0,0.0,11.323601996498036,0.0,42.033384344055555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-LL-A5YN,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-A8-A076,0,44,0,0,0,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32.11678832116788,0.0,0.0,0.0,24.243601363891408,26.892788168609062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-AO-A03L,0,29,0,0,0,50,43,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0.0,14.5,0.0,0.0,0.0,23.31002331002331,18.08166005851765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.48164714586001,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-C8-A137,19,0,0,41,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,45,54,0,0,0,0,8.636363636363637,0.0,0.0,17.932405566600398,0.0,0.0,0.0,0.0,24.73954840152023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.586295767607616,18.756863620163408,0.0,0.0,0.0,Gap
TCGA-C8-A1HK,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,55,0,0,0,0,0.0,25.730994152046783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.59819862667578,23.57184685936799,0.0,0.0,0.0,Gap
TCGA-C8-A275,23,0,0,0,0,0,27,0,49,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,19.00826446280992,0.0,0.0,0.0,0.0,0.0,19.284575880998762,0.0,30.7609556677131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.575669869107102,0.0,0.0,0.0,0.0,Gap
TCGA-BH-A0HY,0,33,0,0,54,0,45,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0.0,15.0,0.0,0.0,22.97872340425532,0.0,17.443298969072163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.950967189079115,0.0,0.0,0.0,0.0,Gap
TCGA-A2-A0SY,33,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.529411764705884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.035335689045937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-A8-A07B,0,39,0,0,43,0,71,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0.0,21.08108108108108,0.0,0.0,20.865573770491803,0.0,31.284885008080533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.391979700617407,0.0,0.0,0.0,0.0,Gap
TCGA-A2-A0T3,0,21,0,0,0,0,41,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.81578947368421,0.0,0.0,0.0,0.0,24.726233931122042,0.0,0.0,0.0,47.23367496145201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-BH-A0EE,0,27,0,0,21,0,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0.0,24.107142857142858,0.0,0.0,15.429021254263972,0.0,21.11707141832767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.53426024818917,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-A8-A0AD,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,85,0.0,0.0,0.0,43.983402489626556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.544881408249736,0.0,0.0,0.0,Gap
TCGA-S3-AA14,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-EW-A6SD,0,0,0,0,0,191,0,128,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43.50797266514807,0.0,26.528059068742003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5739697229788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gap
TCGA-D8-A27T,0,34,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.0,57.6271186440678,0.0,0.0,7.716901613137626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.867526694813328,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-D8-A1XT,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,67,0,84,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.63203463203463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22286142663907,0.0,28.880380264616488,0.0,0.0,0.0,ERBB2 only
TCGA-A8-A07I,0,0,0,100,0,0,65,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,37.878787878787875,0.0,0.0,21.531820919494077,0.0,30.611240728268257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-BH-A18P,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-EW-A1OZ,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,130,0,35,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.18646495902813,0.0,10.681993169484382,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-E2-A14V,0,45,0,0,0,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.951219512195124,0.0,0.0,0.0,37.45298226759807,28.3656611714753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-E2-A152,0,46,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56.09756097560975,0.0,0.0,0.0,14.482515012363123,10.486297045271627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-BH-A0B7,33,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,32,0,0,0,0,0,31.132075471698112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.898183819482668,0.0,0.0,0.0,0.0,0.0,0.0,19.158205307108453,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-EW-A1PH,0,40,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,75,38,0,0,0,0,0.0,20.833333333333332,0.0,0.0,0.0,0.0,18.324197337509787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.44540629169304,14.415620872008967,0.0,0.0,0.0,ERBB2 only
TCGA-AC-A23C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,0,0,0,45,13.368983957219251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.443833569083775,24.262084142540452,0.0,0.0,0.0,ERBB2 only
TCGA-D8-A140,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.66785079928952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.24786493557782,0.0,0.0,0.0,ERBB2 only
TCGA-C8-A12L,0,0,0,0,0,0,72,0,0,0,0,75,0,0,0,0,100,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.149797570850204,0.0,0.0,0.0,0.0,27.159172543212776,0.0,0.0,0.0,0.0,32.96968103593962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ERBB2 only
TCGA-A8-A07O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,171,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.318385650224215,69.42234520927015,0.0,0.0,0.0,ERBB2 only
TCGA-C8-A1HL,0,39,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0.0,31.9672131147541,0.0,0.0,0.0,0.0,0.0,29.227001703577514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74301311189521,0.0,0.0,0.0,0.0,0.0,ERBB2 only
