,CN1,CN2,CN3,CN4,CN5,CN6,CN7,CN8,CN9,CN10,CN11,CN12,CN13,CN14,CN15,CN16,CN17,CN18,CN19,CN20,CN21,CN22,CN23,CN24,CN25,% CN1,% CN2,% CN3,% CN4,% CN5,% CN6,% CN7,% CN8,% CN9,% CN10,% CN11,% CN12,% CN13,% CN14,% CN15,% CN16,% CN17,% CN18,% CN19,% CN20,% CN21,% CN22,% CN23,% CN24,Status
TCGA-D8-A1XS,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,36.0,0.0,24.324324324324323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.518274415817855,0.0,0.0,0.0,0.0,Cogain
TCGA-E9-A1R5,19,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,18.095238095238095,0.0,0.0,47.93036750483559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.787109716855387,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A2LJ,26,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.827586206896555,0.0,0.0,0.0,0.0,0.0,13.615023474178404,0.0,15.458258836091238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0HQ,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A15T,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.31095406360424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.080568527505623,0.0,0.0,0.0,Cogain
TCGA-D8-A1XM,29,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A1J2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.695652173913043,0.0,Cogain
TCGA-BH-A18U,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,52,98,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.6578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.662016769310679,26.53526033847957,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0DD,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,60,0,0,0,0,0.0,14.903846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.48900008627383,21.78705831293995,0.0,0.0,0.0,Cogain
TCGA-E9-A1R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,117,0,0,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.232558139534884,40.59222204292399,0.0,0.0,0.0,Cogain
TCGA-BH-A204,29,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.102803738317757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.16433200919925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A7-A4SA,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.57657657657657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.415967654335887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A1PC,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.954159592529706,0.0,0.0,0.0,0.0,Cogain
TCGA-C8-A12O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,174,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19269102990033,0.0,0.0,50.70038044162205,0.0,0.0,0.0,0.0,Cogain
TCGA-4H-AAAK,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33.95522388059702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.61796253274677,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A18S,29,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.93975903614458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.786086423536624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0BZ,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A8-A07W,0,34,31,0,0,0,0,33,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0.0,24.63768115942029,19.060773480662984,0.0,0.0,0.0,0.0,18.16195964097104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.013968320785064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-OL-A6VO,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0DE,26,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.09090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-OL-A66K,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0.0,24.293785310734464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.56936764994808,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0HW,0,49,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73.13432835820896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.844818404515923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-C8-A1HM,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,34,79,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.953795379537954,38.10372787599614,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-B6-A401,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.21890547263681,0.0,0.0,0.0,0.0,0.0,34.21210421461867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A2-A0CT,0,20,0,0,26,0,38,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.0,19.23076923076923,0.0,0.0,21.098626716604244,0.0,26.328662813676473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.719341087785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A14T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,199,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.10485933503836,45.21649688228218,0.0,0.0,0.0,0.0,Cogain
TCGA-E9-A1R2,26,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,31.70731707317073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.24924924924925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A8-A06U,0,0,0,0,0,233,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43.148148148148145,0.0,0.0,0.0,0.0,52.64528421721181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0BT,0,38,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52.77777777777778,0.0,13.624220837043634,0.0,12.283059616293343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-LL-A5YM,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.13698630136986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.585658543767945,0.0,0.0,0.0,0.0,Cogain
TCGA-AQ-A1H3,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07407407407408,6.9256137779406375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AO-A1KS,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0.0,34.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.24324324324325,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,121,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.419243986254294,34.628888386227516,0.0,0.0,0.0,0.0,Cogain
TCGA-A2-A0ET,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A2-A3XV,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52747252747253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.705944089304456,Cogain
TCGA-D8-A143,0,14,0,0,0,0,0,0,0,27,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0.0,17.073170731707318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25258493353028,0.0,0.0,22.1649178764462,8.754758591859094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A2FS,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,0,0,0,18,17.117117117117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51339568244146,33.19097053231025,0.0,0.0,0.0,Cogain
TCGA-AC-A23G,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A1FC,0,27,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,48,0,60,0,0,0,0,19,0.0,14.210526315789474,0.0,0.0,0.0,0.0,17.62886597938144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63727528433411,0.0,24.643018403563275,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A24K,0,30,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0.0,24.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.67284461360252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.34827605363341,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AN-A0FZ,0,0,0,0,0,0,74,0,138,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.170068027210885,0.0,43.23713713287011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.626481712409472,0.0,0.0,0.0,0.0,Cogain
TCGA-AO-A0J7,12,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.80821917808219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-C8-A130,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,111,101,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.969325153374236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.750535368299396,25.78373224821766,0.0,0.0,0.0,0.0,Cogain
TCGA-A2-A0T7,23,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,24.731182795698924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.716595122842264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121436719826164,0.0,0.0,0.0,0.0,Cogain
TCGA-AC-A7VB,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AC-A2QJ,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,48.68421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A202,0,39,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48.75,0.0,0.0,0.0,14.757281553398059,0.0,15.330232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-C8-A27A,0,39,0,0,54,0,106,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0.0,14.391143911439114,0.0,0.0,18.92140003361736,0.0,34.83260946980163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.22984783212463,0.0,0.0,0.0,0.0,Cogain
TCGA-C8-A12W,0,27,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0.0,20.76923076923077,0.0,0.0,0.0,0.0,0.0,41.785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.773291482379797,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-B6-A0X1,0,0,0,0,105,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31.818181818181817,0.0,0.0,0.0,62.185929648241206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AR-A24P,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A8-A0AB,0,41,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.12903225806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.389728096676738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A7-A3J0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.111111111111114,14.416475972540045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A109,0,42,0,0,0,0,132,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.27906976744186,0.0,0.0,0.0,0.0,48.126165847040866,0.0,0.0,26.05416746409271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A7-A26J,22,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.04932735426009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.993824946592024,0.0,0.0,0.0,0.0,Cogain
TCGA-A8-A086,20,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,35.08771929824562,10.85921127833873,15.54198839187077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.283568535998281,0.0,0.0,0.0,0.0,Cogain
TCGA-EW-A1J6,16,0,0,0,0,0,0,0,114,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,9.467455621301776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.87719240078246,0.0,0.0,0.0,16.092783693925863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-D8-A1XY,0,41,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0,45.05494505494506,0.0,0.0,0.0,0.0,0.0,0.0,15.434940634843713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.143192212438745,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A18N,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-AO-A12E,16,17,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,25.806451612903224,19.360764144011753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06369667357589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.475992818129825,0.0,Cogain
TCGA-BH-A0AZ,24,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,21,0,0,0,0,31.57894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.816046966731896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.396459453928575,0.0,0.0,0.0,Cogain
TCGA-A2-A0YC,29,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.590111642743222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-E2-A1IG,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,0,0,0,25,25.233644859813083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.930878507315008,16.86509933162994,0.0,0.0,0.0,Cogain
TCGA-GM-A2DK,23,0,0,0,0,0,22,0,41,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,19.65811965811966,0.0,0.0,0.0,0.0,0.0,16.09856776533867,0.0,26.84006879930794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.260890815616154,0.0,0.0,0.0,0.0,Cogain
TCGA-BH-A0DP,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.538461538461538,61.27049180327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-A7-A13F,0,39,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45.88235294117647,0.0,0.0,0.0,0.0,35.146067415730336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
TCGA-D8-A1JB,20,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,31.746031746031747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.384486513653876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cogain
